title,couplet number,couplet
Sonnet XC,0,"Then hate me when thou wilt; if ever, now;/Now, while the world is bent my deeds to cross,"
Sonnet XC,1,"Join with the spite of fortune, make me bow,/And do not drop in for an after-loss:"
Sonnet XC,2,"Ah, do not, when my heart hath 'scoped this sorrow,/Come in the rearward of a conquer'd woe;"
Sonnet XC,3,"Give not a windy night a rainy morrow,/To linger out a purposed overthrow."
Sonnet XC,4,"If thou wilt leave me, do not leave me last,/When other petty griefs have done their spite"
Sonnet XC,5,"But in the onset come; so shall I taste/At first the very worst of fortune's might,"
Sonnet XC,6,"  And other strains of woe, which now seem woe,/  Compared with loss of thee will not seem so."
Sonnet XCI,0,"Some glory in their birth, some in their skill,/Some in their wealth, some in their bodies' force,"
Sonnet XCI,1,"Some in their garments, though new-fangled ill,/Some in their hawks and hounds, some in their horse;"
Sonnet XCI,2,"And every humour hath his adjunct pleasure,/Wherein it finds a joy above the rest:"
Sonnet XCI,3,But these particulars are not my measure;/All these I better in one general best.
Sonnet XCI,4,"Thy love is better than high birth to me,/Richer than wealth, prouder than garments' cost,"
Sonnet XCI,5,"Of more delight than hawks or horses be;/And having thee, of all men's pride I boast:"
Sonnet XCI,6,"  Wretched in this alone, that thou mayst take/  All this away and me most wretched make."
Sonnet XCII,0,"But do thy worst to steal thyself away,/For term of life thou art assured mine,"
Sonnet XCII,1,"And life no longer than thy love will stay,/For it depends upon that love of thine."
Sonnet XCII,2,"Then need I not to fear the worst of wrongs,/When in the least of them my life hath end."
Sonnet XCII,3,I see a better state to me belongs/Than that which on thy humour doth depend;
Sonnet XCII,4,"Thou canst not vex me with inconstant mind,/Since that my life on thy revolt doth lie."
Sonnet XCII,5,"O, what a happy title do I find,/Happy to have thy love, happy to die!"
Sonnet XCII,6,"  But what's so blessed-fair that fears no blot?/  Thou mayst be false, and yet I know it not."
Sonnet XCIII,0,"So shall I live, supposing thou art true,/Like a deceived husband; so love's face"
Sonnet XCIII,1,"May still seem love to me, though alter'd new;/Thy looks with me, thy heart in other place:"
Sonnet XCIII,2,"For there can live no hatred in thine eye,/Therefore in that I cannot know thy change."
Sonnet XCIII,3,"In many's looks the false heart's history/Is writ in moods and frowns and wrinkles strange,"
Sonnet XCIII,4,But heaven in thy creation did decree/That in thy face sweet love should ever dwell;
Sonnet XCIII,5,"Whate'er thy thoughts or thy heart's workings be,/Thy looks should nothing thence but sweetness tell."
Sonnet XCIII,6,"  How like Eve's apple doth thy beauty grow,/  if thy sweet virtue answer not thy show!"
Sonnet XCIV,0,"They that have power to hurt and will do none,/That do not do the thing they most do show,"
Sonnet XCIV,1,"Who, moving others, are themselves as stone,/Unmoved, cold, and to temptation slow,"
Sonnet XCIV,2,They rightly do inherit heaven's graces/And husband nature's riches from expense;
Sonnet XCIV,3,"They are the lords and owners of their faces,/Others but stewards of their excellence."
Sonnet XCIV,4,"The summer's flower is to the summer sweet,/Though to itself it only live and die,"
Sonnet XCIV,5,"But if that flower with base infection meet,/The basest weed outbraves his dignity:"
Sonnet XCIV,6,  For sweetest things turn sourest by their deeds;/  Lilies that fester smell far worse than weeds.
Sonnet XCV,0,"How sweet and lovely dost thou make the shame/Which, like a canker in the fragrant rose,"
Sonnet XCV,1,"Doth spot the beauty of thy budding name!/O, in what sweets dost thou thy sins enclose!"
Sonnet XCV,2,"That tongue that tells the story of thy days,/Making lascivious comments on thy sport,"
Sonnet XCV,3,Cannot dispraise but in a kind of praise;/Naming thy name blesses an ill report.
Sonnet XCV,4,"O, what a mansion have those vices got/Which for their habitation chose out thee,"
Sonnet XCV,5,"Where beauty's veil doth cover every blot,/And all things turn to fair that eyes can see!"
Sonnet XCV,6,"  Take heed, dear heart, of this large privilege;/  The hardest knife ill-used doth lose his edge."
Sonnet XCVI,0,"Some say thy fault is youth, some wantonness;/Some say thy grace is youth and gentle sport;"
Sonnet XCVI,1,Both grace and faults are loved of more and less;/Thou makest faults graces that to thee resort.
Sonnet XCVI,2,"As on the finger of a throned queen/The basest jewel will be well esteem'd,"
Sonnet XCVI,3,So are those errors that in thee are seen/To truths translated and for true things deem'd.
Sonnet XCVI,4,"How many lambs might the stem wolf betray,/If like a lamb he could his looks translate!"
Sonnet XCVI,5,"How many gazers mightst thou lead away,/If thou wouldst use the strength of all thy state!"
Sonnet XCVI,6,"  But do not so; I love thee in such sort/  As, thou being mine, mine is thy good report."
Sonnet XCVII,0,"How like a winter hath my absence been/From thee, the pleasure of the fleeting year!"
Sonnet XCVII,1,"What freezings have I felt, what dark days seen!/What old December's bareness every where!"
Sonnet XCVII,2,"And yet this time removed was summer's time,/The teeming autumn, big with rich increase,"
Sonnet XCVII,3,"Bearing the wanton burden of the prime,/Like widow'd wombs after their lords' decease:"
Sonnet XCVII,4,Yet this abundant issue seem'd to me/But hope of orphans and unfather'd fruit;
Sonnet XCVII,5,"For summer and his pleasures wait on thee,/And, thou away, the very birds are mute;"
Sonnet XCVII,6,"  Or, if they sing, 'tis with so dull a cheer/  That leaves look pale, dreading the winter's near."
Sonnet XCVIII,0,"From you have I been absent in the spring,/When proud-pied April dress'd in all his trim"
Sonnet XCVIII,1,"Hath put a spirit of youth in every thing,/That heavy Saturn laugh'd and leap'd with him."
Sonnet XCVIII,2,Yet nor the lays of birds nor the sweet smell/Of different flowers in odour and in hue
Sonnet XCVIII,3,"Could make me any summer's story tell,/Or from their proud lap pluck them where they grew;"
Sonnet XCVIII,4,"Nor did I wonder at the lily's white,/Nor praise the deep vermilion in the rose;"
Sonnet XCVIII,5,"They were but sweet, but figures of delight,/Drawn after you, you pattern of all those."
Sonnet XCVIII,6,"  Yet seem'd it winter still, and, you away,/  As with your shadow I with these did play:"
Sonnet XCIX,0,"The forward violet thus did I chide:/Sweet thief, whence didst thou steal thy sweet that smells,"
Sonnet XCIX,1,If not from my love's breath? The purple pride/Which on thy soft cheek for complexion dwells
Sonnet XCIX,2,"In my love's veins thou hast too grossly dyed./The lily I condemned for thy hand,"
Sonnet XCIX,3,"And buds of marjoram had stol'n thy hair:/The roses fearfully on thorns did stand,"
Sonnet XCIX,4,"One blushing shame, another white despair;/A third, nor red nor white, had stol'n of both"
Sonnet XCIX,5,"And to his robbery had annex'd thy breath;/But, for his theft, in pride of all his growth"
Sonnet XCIX,6,"A vengeful canker eat him up to death./  More flowers I noted, yet I none could see"
Sonnet XCIX,7,  But sweet or colour it had stol'n from thee./
Sonnet C,0,"Where art thou, Muse, that thou forget'st so long/To speak of that which gives thee all thy might?"
Sonnet C,1,"Spend'st thou thy fury on some worthless song,/Darkening thy power to lend base subjects light?"
Sonnet C,2,"Return, forgetful Muse, and straight redeem/In gentle numbers time so idly spent;"
Sonnet C,3,Sing to the ear that doth thy lays esteem/And gives thy pen both skill and argument.
Sonnet C,4,"Rise, resty Muse, my love's sweet face survey,/If Time have any wrinkle graven there;"
Sonnet C,5,"If any, be a satire to decay,/And make Time's spoils despised every where."
Sonnet C,6,  Give my love fame faster than Time wastes life;/  So thou prevent'st his scythe and crooked knife.
Sonnet CI,0,"O truant Muse, what shall be thy amends/For thy neglect of truth in beauty dyed?"
Sonnet CI,1,"Both truth and beauty on my love depends;/So dost thou too, and therein dignified."
Sonnet CI,2,"Make answer, Muse: wilt thou not haply say/'Truth needs no colour, with his colour fix'd;"
Sonnet CI,3,"Beauty no pencil, beauty's truth to lay;/But best is best, if never intermix'd?'"
Sonnet CI,4,"Because he needs no praise, wilt thou be dumb?/Excuse not silence so; for't lies in thee"
Sonnet CI,5,"To make him much outlive a gilded tomb,/And to be praised of ages yet to be."
Sonnet CI,6,"  Then do thy office, Muse; I teach thee how/  To make him seem long hence as he shows now."
Sonnet CII,0,"My love is strengthen'd, though more weak in seeming;/I love not less, though less the show appear:"
Sonnet CII,1,That love is merchandized whose rich esteeming/The owner's tongue doth publish every where.
Sonnet CII,2,"Our love was new and then but in the spring/When I was wont to greet it with my lays,"
Sonnet CII,3,As Philomel in summer's front doth sing/And stops her pipe in growth of riper days:
Sonnet CII,4,"Not that the summer is less pleasant now/Than when her mournful hymns did hush the night,"
Sonnet CII,5,But that wild music burthens every bough/And sweets grown common lose their dear delight.
Sonnet CII,6,"  Therefore like her I sometime hold my tongue,/  Because I would not dull you with my song."
Sonnet CIII,0,"Alack, what poverty my Muse brings forth,/That having such a scope to show her pride,"
Sonnet CIII,1,The argument all bare is of more worth/Than when it hath my added praise beside!
Sonnet CIII,2,"O, blame me not, if I no more can write!/Look in your glass, and there appears a face"
Sonnet CIII,3,"That over-goes my blunt invention quite,/Dulling my lines and doing me disgrace."
Sonnet CIII,4,"Were it not sinful then, striving to mend,/To mar the subject that before was well?"
Sonnet CIII,5,For to no other pass my verses tend/Than of your graces and your gifts to tell;
Sonnet CIII,6,"  And more, much more, than in my verse can sit/  Your own glass shows you when you look in it."
Sonnet CIV,0,"To me, fair friend, you never can be old,/For as you were when first your eye I eyed,"
Sonnet CIV,1,"Such seems your beauty still. Three winters cold/Have from the forests shook three summers' pride,"
Sonnet CIV,2,"Three beauteous springs to yellow autumn turn'd/In process of the seasons have I seen,"
Sonnet CIV,3,"Three April perfumes in three hot Junes burn'd,/Since first I saw you fresh, which yet are green."
Sonnet CIV,4,"Ah! yet doth beauty, like a dial-hand,/Steal from his figure and no pace perceived;"
Sonnet CIV,5,"So your sweet hue, which methinks still doth stand,/Hath motion and mine eye may be deceived:"
Sonnet CIV,6,"  For fear of which, hear this, thou age unbred;/  Ere you were born was beauty's summer dead."
Sonnet CV,0,"Let not my love be call'd idolatry,/Nor my beloved as an idol show,"
Sonnet CV,1,"Since all alike my songs and praises be/To one, of one, still such, and ever so."
Sonnet CV,2,"Kind is my love to-day, to-morrow kind,/Still constant in a wondrous excellence;"
Sonnet CV,3,"Therefore my verse to constancy confined,/One thing expressing, leaves out difference."
Sonnet CV,4,"'Fair, kind and true' is all my argument,/'Fair, kind, and true' varying to other words;"
Sonnet CV,5,"And in this change is my invention spent,/Three themes in one, which wondrous scope affords."
Sonnet CV,6,"  'Fair, kind, and true,' have often lived alone,/  Which three till now never kept seat in one."
Sonnet CVI,0,"When in the chronicle of wasted time/I see descriptions of the fairest wights,"
Sonnet CVI,1,"And beauty making beautiful old rhyme/In praise of ladies dead and lovely knights,"
Sonnet CVI,2,"Then, in the blazon of sweet beauty's best,/Of hand, of foot, of lip, of eye, of brow,"
Sonnet CVI,3,I see their antique pen would have express'd/Even such a beauty as you master now.
Sonnet CVI,4,"So all their praises are but prophecies/Of this our time, all you prefiguring;"
Sonnet CVI,5,"And, for they look'd but with divining eyes,/They had not skill enough your worth to sing:"
Sonnet CVI,6,"  For we, which now behold these present days,/  Had eyes to wonder, but lack tongues to praise."
Sonnet CVII,0,"Not mine own fears, nor the prophetic soul/Of the wide world dreaming on things to come,"
Sonnet CVII,1,"Can yet the lease of my true love control,/Supposed as forfeit to a confined doom."
Sonnet CVII,2,The mortal moon hath her eclipse endured/And the sad augurs mock their own presage;
Sonnet CVII,3,Incertainties now crown themselves assured/And peace proclaims olives of endless age.
Sonnet CVII,4,"Now with the drops of this most balmy time/My love looks fresh, and death to me subscribes,"
Sonnet CVII,5,"Since, spite of him, I'll live in this poor rhyme,/While he insults o'er dull and speechless tribes:"
Sonnet CVII,6,"  And thou in this shalt find thy monument,/  When tyrants' crests and tombs of brass are spent."
Sonnet CVIII,0,What's in the brain that ink may character/Which hath not figured to thee my true spirit?
Sonnet CVIII,1,"What's new to speak, what new to register,/That may express my love or thy dear merit?"
Sonnet CVIII,2,"Nothing, sweet boy; but yet, like prayers divine,/I must, each day say o'er the very same,"
Sonnet CVIII,3,"Counting no old thing old, thou mine, I thine,/Even as when first I hallow'd thy fair name."
Sonnet CVIII,4,"So that eternal love in love's fresh case/Weighs not the dust and injury of age,"
Sonnet CVIII,5,"Nor gives to necessary wrinkles place,/But makes antiquity for aye his page,"
Sonnet CVIII,6,  Finding the first conceit of love there bred/  Where time and outward form would show it dead.
Sonnet CIX,0,"O, never say that I was false of heart,/Though absence seem'd my flame to qualify."
Sonnet CIX,1,"As easy might I from myself depart/As from my soul, which in thy breast doth lie:"
Sonnet CIX,2,"That is my home of love: if I have ranged,/Like him that travels I return again,"
Sonnet CIX,3,"Just to the time, not with the time exchanged,/So that myself bring water for my stain."
Sonnet CIX,4,"Never believe, though in my nature reign'd/All frailties that besiege all kinds of blood,"
Sonnet CIX,5,"That it could so preposterously be stain'd,/To leave for nothing all thy sum of good;"
Sonnet CIX,6,"  For nothing this wide universe I call,/  Save thou, my rose; in it thou art my all."
Sonnet CX,0,"Alas, 'tis true I have gone here and there/And made myself a motley to the view,"
Sonnet CX,1,"Gored mine own thoughts, sold cheap what is most dear,/Made old offences of affections new;"
Sonnet CX,2,"Most true it is that I have look'd on truth/Askance and strangely: but, by all above,"
Sonnet CX,3,"These blenches gave my heart another youth,/And worse essays proved thee my best of love."
Sonnet CX,4,"Now all is done, have what shall have no end:/Mine appetite I never more will grind"
Sonnet CX,5,"On newer proof, to try an older friend,/A god in love, to whom I am confined."
Sonnet CX,6,"  Then give me welcome, next my heaven the best,/  Even to thy pure and most most loving breast."
Sonnet CXI,0,"O, for my sake do you with Fortune chide,/The guilty goddess of my harmful deeds,"
Sonnet CXI,1,That did not better for my life provide/Than public means which public manners breeds.
Sonnet CXI,2,"Thence comes it that my name receives a brand,/And almost thence my nature is subdued"
Sonnet CXI,3,"To what it works in, like the dyer's hand:/Pity me then and wish I were renew'd;"
Sonnet CXI,4,"Whilst, like a willing patient, I will drink/Potions of eisel 'gainst my strong infection"
Sonnet CXI,5,"No bitterness that I will bitter think,/Nor double penance, to correct correction."
Sonnet CXI,6,"  Pity me then, dear friend, and I assure ye/  Even that your pity is enough to cure me."
Sonnet CXII,0,Your love and pity doth the impression fill/Which vulgar scandal stamp'd upon my brow;
Sonnet CXII,1,"For what care I who calls me well or ill,/So you o'er-green my bad, my good allow?"
Sonnet CXII,2,"You are my all the world, and I must strive/To know my shames and praises from your tongue:"
Sonnet CXII,3,"None else to me, nor I to none alive,/That my steel'd sense or changes right or wrong."
Sonnet CXII,4,"In so profound abysm I throw all care/Of others' voices, that my adder's sense"
Sonnet CXII,5,To critic and to flatterer stopped are./Mark how with my neglect I do dispense:
Sonnet CXII,6,  You are so strongly in my purpose bred/  That all the world besides methinks are dead.
Sonnet CXIII,0,"Since I left you, mine eye is in my mind;/And that which governs me to go about"
Sonnet CXIII,1,"Doth part his function and is partly blind,/Seems seeing, but effectually is out;"
Sonnet CXIII,2,"For it no form delivers to the heart/Of bird of flower, or shape, which it doth latch:"
Sonnet CXIII,3,"Of his quick objects hath the mind no part,/Nor his own vision holds what it doth catch:"
Sonnet CXIII,4,"For if it see the rudest or gentlest sight,/The most sweet favour or deformed'st creature,"
Sonnet CXIII,5,"The mountain or the sea, the day or night,/The crow or dove, it shapes them to your feature:"
Sonnet CXIII,6,"  Incapable of more, replete with you,/  My most true mind thus makes mine eye untrue."
Sonnet CXIV,0,"Or whether doth my mind, being crown'd with you,/Drink up the monarch's plague, this flattery?"
Sonnet CXIV,1,"Or whether shall I say, mine eye saith true,/And that your love taught it this alchemy,"
Sonnet CXIV,2,"To make of monsters and things indigest/Such cherubins as your sweet self resemble,"
Sonnet CXIV,3,"Creating every bad a perfect best,/As fast as objects to his beams assemble?"
Sonnet CXIV,4,"O,'tis the first; 'tis flattery in my seeing,/And my great mind most kingly drinks it up:"
Sonnet CXIV,5,"Mine eye well knows what with his gust is 'greeing,/And to his palate doth prepare the cup:"
Sonnet CXIV,6,"  If it be poison'd, 'tis the lesser sin/  That mine eye loves it and doth first begin."
Sonnet CXV,0,"Those lines that I before have writ do lie,/Even those that said I could not love you dearer:"
Sonnet CXV,1,Yet then my judgment knew no reason why/My most full flame should afterwards burn clearer.
Sonnet CXV,2,"But reckoning time, whose million'd accidents/Creep in 'twixt vows and change decrees of kings,"
Sonnet CXV,3,"Tan sacred beauty, blunt the sharp'st intents,/Divert strong minds to the course of altering things;"
Sonnet CXV,4,"Alas, why, fearing of time's tyranny,/Might I not then say 'Now I love you best,'"
Sonnet CXV,5,"When I was certain o'er incertainty,/Crowning the present, doubting of the rest?"
Sonnet CXV,6,"  Love is a babe; then might I not say so,/  To give full growth to that which still doth grow?"
Sonnet CXVI,0,Let me not to the marriage of true minds/Admit impediments. Love is not love
Sonnet CXVI,1,"Which alters when it alteration finds,/Or bends with the remover to remove:"
Sonnet CXVI,2,O no! it is an ever-fixed mark/That looks on tempests and is never shaken;
Sonnet CXVI,3,"It is the star to every wandering bark,/Whose worth's unknown, although his height be taken."
Sonnet CXVI,4,"Love's not Time's fool, though rosy lips and cheeks/Within his bending sickle's compass come:"
Sonnet CXVI,5,"Love alters not with his brief hours and weeks,/But bears it out even to the edge of doom."
Sonnet CXVI,6,"  If this be error and upon me proved,/  I never writ, nor no man ever loved."
Sonnet CXVII,0,"Accuse me thus: that I have scanted all/Wherein I should your great deserts repay,"
Sonnet CXVII,1,"Forgot upon your dearest love to call,/Whereto all bonds do tie me day by day;"
Sonnet CXVII,2,That I have frequent been with unknown minds/And given to time your own dear-purchased right
Sonnet CXVII,3,That I have hoisted sail to all the winds/Which should transport me farthest from your sight.
Sonnet CXVII,4,Book both my wilfulness and errors down/And on just proof surmise accumulate;
Sonnet CXVII,5,"Bring me within the level of your frown,/But shoot not at me in your waken'd hate;"
Sonnet CXVII,6,  Since my appeal says I did strive to prove/  The constancy and virtue of your love.
Sonnet CXVIII,0,"Like as, to make our appetites more keen,/With eager compounds we our palate urge,"
Sonnet CXVIII,1,"As, to prevent our maladies unseen,/We sicken to shun sickness when we purge,"
Sonnet CXVIII,2,"Even so, being tuff of your ne'er-cloying sweetness,/To bitter sauces did I frame my feeding"
Sonnet CXVIII,3,"And, sick of welfare, found a kind of meetness/To be diseased ere that there was true needing."
Sonnet CXVIII,4,"Thus policy in love, to anticipate/The ills that were not, grew to faults assured"
Sonnet CXVIII,5,"And brought to medicine a healthful state/Which, rank of goodness, would by ill be cured:"
Sonnet CXVIII,6,"  But thence I learn, and find the lesson true,/  Drugs poison him that so fell sick of you."
Sonnet CXIX,0,"What potions have I drunk of Siren tears,/Distill'd from limbecks foul as hell within,"
Sonnet CXIX,1,"Applying fears to hopes and hopes to fears,/Still losing when I saw myself to win!"
Sonnet CXIX,2,"What wretched errors hath my heart committed,/Whilst it hath thought itself so blessed never!"
Sonnet CXIX,3,How have mine eyes out of their spheres been fitted/In the distraction of this madding fever!
Sonnet CXIX,4,O benefit of ill! now I find true/That better is by evil still made better;
Sonnet CXIX,5,"And ruin'd love, when it is built anew,/Grows fairer than at first, more strong, far greater."
Sonnet CXIX,6,  So I return rebuked to my content/  And gain by ill thrice more than I have spent.
Sonnet CXX,0,"That you were once unkind befriends me now,/And for that sorrow which I then did feel"
Sonnet CXX,1,"Needs must I under my transgression bow,/Unless my nerves were brass or hammer'd steel."
Sonnet CXX,2,"For if you were by my unkindness shaken/As I by yours, you've pass'd a hell of time,"
Sonnet CXX,3,"And I, a tyrant, have no leisure taken/To weigh how once I suffered in your crime."
Sonnet CXX,4,"O, that our night of woe might have remember'd/My deepest sense, how hard true sorrow hits,"
Sonnet CXX,5,"And soon to you, as you to me, then tender'd/The humble slave which wounded bosoms fits!"
Sonnet CXX,6,"  But that your trespass now becomes a fee;/  Mine ransoms yours, and yours must ransom me."
Sonnet CXXI,0,"'Tis better to be vile than vile esteem'd,/When not to be receives reproach of being,"
Sonnet CXXI,1,And the just pleasure lost which is so deem'd/Not by our feeling but by others' seeing:
Sonnet CXXI,2,For why should others false adulterate eyes/Give salutation to my sportive blood?
Sonnet CXXI,3,"Or on my frailties why are frailer spies,/Which in their wills count bad what I think good?"
Sonnet CXXI,4,"No, I am that I am, and they that level/At my abuses reckon up their own:"
Sonnet CXXI,5,"I may be straight, though they themselves be bevel;/By their rank thoughts my deeds must not be shown;"
Sonnet CXXI,6,"  Unless this general evil they maintain,/  All men are bad, and in their badness reign."
Sonnet CXXII,0,"Thy gift, thy tables, are within my brain/Full character'd with lasting memory,"
Sonnet CXXII,1,"Which shall above that idle rank remain/Beyond all date, even to eternity;"
Sonnet CXXII,2,"Or at the least, so long as brain and heart/Have faculty by nature to subsist;"
Sonnet CXXII,3,"Till each to razed oblivion yield his part/Of thee, thy record never can be miss'd."
Sonnet CXXII,4,"That poor retention could not so much hold,/Nor need I tallies thy dear love to score;"
Sonnet CXXII,5,"Therefore to give them from me was I bold,/To trust those tables that receive thee more:"
Sonnet CXXII,6,  To keep an adjunct to remember thee/  Were to import forgetfulness in me.
Sonnet CXXIII,0,"No, Time, thou shalt not boast that I do change:/Thy pyramids built up with newer might"
Sonnet CXXIII,1,"To me are nothing novel, nothing strange;/They are but dressings of a former sight."
Sonnet CXXIII,2,"Our dates are brief, and therefore we admire/What thou dost foist upon us that is old,"
Sonnet CXXIII,3,And rather make them born to our desire/Than think that we before have heard them told.
Sonnet CXXIII,4,"Thy registers and thee I both defy,/Not wondering at the present nor the past,"
Sonnet CXXIII,5,"For thy records and what we see doth lie,/Made more or less by thy continual haste."
Sonnet CXXIII,6,"  This I do vow and this shall ever be;/  I will be true, despite thy scythe and thee."
Sonnet CXXIV,0,"If my dear love were but the child of state,/It might for Fortune's bastard be unfather'd'"
Sonnet CXXIV,1,"As subject to Time's love or to Time's hate,/Weeds among weeds, or flowers with flowers gather'd."
Sonnet CXXIV,2,"No, it was builded far from accident;/It suffers not in smiling pomp, nor falls"
Sonnet CXXIV,3,"Under the blow of thralled discontent,/Whereto the inviting time our fashion calls:"
Sonnet CXXIV,4,"It fears not policy, that heretic,/Which works on leases of short-number'd hours,"
Sonnet CXXIV,5,"But all alone stands hugely politic,/That it nor grows with heat nor drowns with showers."
Sonnet CXXIV,6,"  To this I witness call the fools of time,/  Which die for goodness, who have lived for crime."
Sonnet CXXV,0,"Were 't aught to me I bore the canopy,/With my extern the outward honouring,"
Sonnet CXXV,1,"Or laid great bases for eternity,/Which prove more short than waste or ruining?"
Sonnet CXXV,2,"Have I not seen dwellers on form and favour/Lose all, and more, by paying too much rent,"
Sonnet CXXV,3,"For compound sweet forgoing simple savour,/Pitiful thrivers, in their gazing spent?"
Sonnet CXXV,4,"No, let me be obsequious in thy heart,/And take thou my oblation, poor but free,"
Sonnet CXXV,5,"Which is not mix'd with seconds, knows no art,/But mutual render, only me for thee."
Sonnet CXXV,6,"  Hence, thou suborn'd informer! a true soul/  When most impeach'd stands least in thy control."
Sonnet CXXVI,0,"O thou, my lovely boy, who in thy power/Dost hold Time's fickle glass, his sickle, hour;"
Sonnet CXXVI,1,"Who hast by waning grown, and therein show'st/Thy lovers withering as thy sweet self grow'st;"
Sonnet CXXVI,2,"If Nature, sovereign mistress over wrack,/As thou goest onwards, still will pluck thee back,"
Sonnet CXXVI,3,"She keeps thee to this purpose, that her skill/May time disgrace and wretched minutes kill."
Sonnet CXXVI,4,"Yet fear her, O thou minion of her pleasure!/She may detain, but not still keep, her treasure:"
Sonnet CXXVI,5,"  Her audit, though delay'd, answer'd must be,/  And her quietus is to render thee."
Sonnet CXXVII,0,"In the old age black was not counted fair,/Or if it were, it bore not beauty's name;"
Sonnet CXXVII,1,"But now is black beauty's successive heir,/And beauty slander'd with a bastard shame:"
Sonnet CXXVII,2,"For since each hand hath put on nature's power,/Fairing the foul with art's false borrow'd face,"
Sonnet CXXVII,3,"Sweet beauty hath no name, no holy bower,/But is profaned, if not lives in disgrace."
Sonnet CXXVII,4,"Therefore my mistress' brows are raven black,/Her eyes so suited, and they mourners seem"
Sonnet CXXVII,5,"At such who, not born fair, no beauty lack,/Slandering creation with a false esteem:"
Sonnet CXXVII,6,"  Yet so they mourn, becoming of their woe,/  That every tongue says beauty should look so."
Sonnet CXXVIII,0,"How oft, when thou, my music, music play'st,/Upon that blessed wood whose motion sounds"
Sonnet CXXVIII,1,"With thy sweet fingers, when thou gently sway'st/The wiry concord that mine ear confounds,"
Sonnet CXXVIII,2,"Do I envy those jacks that nimble leap/To kiss the tender inward of thy hand,"
Sonnet CXXVIII,3,"Whilst my poor lips, which should that harvest reap,/At the wood's boldness by thee blushing stand!"
Sonnet CXXVIII,4,"To be so tickled, they would change their state/And situation with those dancing chips,"
Sonnet CXXVIII,5,"O'er whom thy fingers walk with gentle gait,/Making dead wood more blest than living lips."
Sonnet CXXVIII,6,"  Since saucy jacks so happy are in this,/  Give them thy fingers, me thy lips to kiss."
Sonnet CXXIX,0,"The expense of spirit in a waste of shame/Is lust in action; and till action, lust"
Sonnet CXXIX,1,"Is perjured, murderous, bloody, full of blame,/Savage, extreme, rude, cruel, not to trust,"
Sonnet CXXIX,2,"Enjoy'd no sooner but despised straight,/Past reason hunted, and no sooner had"
Sonnet CXXIX,3,"Past reason hated, as a swallow'd bait/On purpose laid to make the taker mad;"
Sonnet CXXIX,4,"Mad in pursuit and in possession so;/Had, having, and in quest to have, extreme;"
Sonnet CXXIX,5,"A bliss in proof, and proved, a very woe;/Before, a joy proposed; behind, a dream."
Sonnet CXXIX,6,  All this the world well knows; yet none knows well/  To shun the heaven that leads men to this hell.
Sonnet CXXX,0,My mistress' eyes are nothing like the sun;/Coral is far more red than her lips' red;
Sonnet CXXX,1,"If snow be white, why then her breasts are dun;/If hairs be wires, black wires grow on her head."
Sonnet CXXX,2,"I have seen roses damask'd, red and white,/But no such roses see I in her cheeks;"
Sonnet CXXX,3,And in some perfumes is there more delight/Than in the breath that from my mistress reeks.
Sonnet CXXX,4,"I love to hear her speak, yet well I know/That music hath a far more pleasing sound;"
Sonnet CXXX,5,"I grant I never saw a goddess go;/My mistress, when she walks, treads on the ground:"
Sonnet CXXX,6,"  And yet, by heaven, I think my love as rare/  As any she belied with false compare."
Sonnet CXXXI,0,"Thou art as tyrannous, so as thou art,/As those whose beauties proudly make them cruel;"
Sonnet CXXXI,1,For well thou know'st to my dear doting heart/Thou art the fairest and most precious jewel.
Sonnet CXXXI,2,"Yet, in good faith, some say that thee behold/Thy face hath not the power to make love groan:"
Sonnet CXXXI,3,"To say they err I dare not be so bold,/Although I swear it to myself alone."
Sonnet CXXXI,4,"And, to be sure that is not false I swear,/A thousand groans, but thinking on thy face,"
Sonnet CXXXI,5,"One on another's neck, do witness bear/Thy black is fairest in my judgment's place."
Sonnet CXXXI,6,"  In nothing art thou black save in thy deeds,/  And thence this slander, as I think, proceeds."
Sonnet CXXXII,0,"Thine eyes I love, and they, as pitying me,/Knowing thy heart torments me with disdain,"
Sonnet CXXXII,1,"Have put on black and loving mourners be,/Looking with pretty ruth upon my pain."
Sonnet CXXXII,2,"And truly not the morning sun of heaven/Better becomes the grey cheeks of the east,"
Sonnet CXXXII,3,"Nor that full star that ushers in the even/Doth half that glory to the sober west,"
Sonnet CXXXII,4,"As those two mourning eyes become thy face:/O, let it then as well beseem thy heart"
Sonnet CXXXII,5,"To mourn for me, since mourning doth thee grace,/And suit thy pity like in every part."
Sonnet CXXXII,6,  Then will I swear beauty herself is black/  And all they foul that thy complexion lack.
Sonnet CXXXIII,0,Beshrew that heart that makes my heart to groan/For that deep wound it gives my friend and me!
Sonnet CXXXIII,1,"Is't not enough to torture me alone,/But slave to slavery my sweet'st friend must be?"
Sonnet CXXXIII,2,"Me from myself thy cruel eye hath taken,/And my next self thou harder hast engross'd:"
Sonnet CXXXIII,3,"Of him, myself, and thee, I am forsaken;/A torment thrice threefold thus to be cross'd."
Sonnet CXXXIII,4,"Prison my heart in thy steel bosom's ward,/But then my friend's heart let my poor heart bail;"
Sonnet CXXXIII,5,"Whoe'er keeps me, let my heart be his guard;/Thou canst not then use rigor in my gaol:"
Sonnet CXXXIII,6,"  And yet thou wilt; for I, being pent in thee,/  Perforce am thine, and all that is in me."
Sonnet CXXXIV,0,"So, now I have confess'd that he is thine,/And I myself am mortgaged to thy will,"
